Network;Station;locid;locid_int;chan;locidchan;longname;sensor;sps;orientation;type;longnamesps;Units;detector;mode;output;gaintype
XB;ELYSE;71;71;MHW;71_MHW;SP3_LG;10;4;W;Transmitted_raw_data;SP3_LG_4;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;MHW;72_MHW;SP3_LG;10;2;W;Transmitted_raw_data;SP3_LG_2;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;LHW;73_LHW;SP3_LG;10;1;W;Transmitted_raw_data;SP3_LG_1;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;VHW;70_VHW;SP3_LG;10;0.5;W;Transmitted_raw_data;SP3_LG_0.5;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;VHW;71_VHW;SP3_LG;10;0.25;W;Transmitted_raw_data;SP3_LG_0.25;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;VHW;72_VHW;SP3_LG;10;0.2;W;Transmitted_raw_data;SP3_LG_0.2;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;VHW;73_VHW;SP3_LG;10;0.1;W;Transmitted_raw_data;SP3_LG_0.1;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;UHW;70_UHW;SP3_LG;10;0.05;W;Transmitted_raw_data;SP3_LG_0.05;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;UHW;71_UHW;SP3_LG;10;0.025;W;Transmitted_raw_data;SP3_LG_0.025;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;UHW;72_UHW;SP3_LG;10;0.02;W;Transmitted_raw_data;SP3_LG_0.02;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;UHW;73_UHW;SP3_LG;10;0.01;W;Transmitted_raw_data;SP3_LG_0.01;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;RHW;70_RHW;SP3_LG;10;0.005;W;Transmitted_raw_data;SP3_LG_0.005;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;RHW;71_RHW;SP3_LG;10;0.001;W;Transmitted_raw_data;SP3_LG_0.001;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;RHW;72_RHW;SP3_LG;10;0.00056;W;Transmitted_raw_data;SP3_LG_0.00056;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;RHW;73_RHW;SP3_LG;10;0.0002778;W;Transmitted_raw_data;SP3_LG_0.0002778;Counts;SP;Sci;Vel;LG
XB;ELYSE;55;55;HZC;55_HZC;SEISVELZ;8;100;C;Transmitted_processed_data;SEISVELZ_100;Counts;VBB;Sci;Z;HG
XB;ELYSE;55;55;BZC;55_BZC;SEISVELZ;8;50;C;Transmitted_processed_data;SEISVELZ_50;Counts;VBB;Sci;Z;HG
XB;ELYSE;56;56;BZC;56_BZC;SEISVELZ;8;25;C;Transmitted_processed_data;SEISVELZ_25;Counts;VBB;Sci;Z;HG
XB;ELYSE;57;57;BZC;57_BZC;SEISVELZ;8;20;C;Transmitted_processed_data;SEISVELZ_20;Counts;VBB;Sci;Z;HG
XB;ELYSE;58;58;BZC;58_BZC;SEISVELZ;8;10;C;Transmitted_processed_data;SEISVELZ_10;Counts;VBB;Sci;Z;HG
XB;ELYSE;55;55;MZC;55_MZC;SEISVELZ;8;5;C;Transmitted_processed_data;SEISVELZ_5;Counts;VBB;Sci;Z;HG
XB;ELYSE;56;56;MZC;56_MZC;SEISVELZ;8;4;C;Transmitted_processed_data;SEISVELZ_4;Counts;VBB;Sci;Z;HG
XB;ELYSE;57;57;MZC;57_MZC;SEISVELZ;8;2;C;Transmitted_processed_data;SEISVELZ_2;Counts;VBB;Sci;Z;HG
XB;ELYSE;58;58;LZC;58_LZC;SEISVELZ;8;1;C;Transmitted_processed_data;SEISVELZ_1;Counts;VBB;Sci;Z;HG
XB;ELYSE;55;55;VZC;55_VZC;SEISVELZ;8;0.5;C;Transmitted_processed_data;SEISVELZ_0.5;Counts;VBB;Sci;Z;HG
XB;ELYSE;56;56;VZC;56_VZC;SEISVELZ;8;0.25;C;Transmitted_processed_data;SEISVELZ_0.25;Counts;VBB;Sci;Z;HG
XB;ELYSE;57;57;VZC;57_VZC;SEISVELZ;8;0.2;C;Transmitted_processed_data;SEISVELZ_0.2;Counts;VBB;Sci;Z;HG
XB;ELYSE;58;58;VZC;58_VZC;SEISVELZ;8;0.1;C;Transmitted_processed_data;SEISVELZ_0.1;Counts;VBB;Sci;Z;HG
XB;ELYSE;55;55;UZC;55_UZC;SEISVELZ;8;0.05;C;Transmitted_processed_data;SEISVELZ_0.05;Counts;VBB;Sci;Z;HG
XB;ELYSE;56;56;UZC;56_UZC;SEISVELZ;8;0.025;C;Transmitted_processed_data;SEISVELZ_0.025;Counts;VBB;Sci;Z;HG
XB;ELYSE;57;57;UZC;57_UZC;SEISVELZ;8;0.02;C;Transmitted_processed_data;SEISVELZ_0.02;Counts;VBB;Sci;Z;HG
XB;ELYSE;58;58;UZC;58_UZC;SEISVELZ;8;0.01;C;Transmitted_processed_data;SEISVELZ_0.01;Counts;VBB;Sci;Z;HG
XB;ELYSE;55;55;RZC;55_RZC;SEISVELZ;8;0.005;C;Transmitted_processed_data;SEISVELZ_0.005;Counts;VBB;Sci;Z;HG
XB;ELYSE;56;56;RZC;56_RZC;SEISVELZ;8;0.001;C;Transmitted_processed_data;SEISVELZ_0.001;Counts;VBB;Sci;Z;HG
XB;ELYSE;57;57;RZC;57_RZC;SEISVELZ;8;0.00056;C;Transmitted_processed_data;SEISVELZ_0.00056;Counts;VBB;Sci;Z;HG
XB;ELYSE;58;58;RZC;58_RZC;SEISVELZ;8;0.0002778;C;Transmitted_processed_data;SEISVELZ_0.0002778;Counts;VBB;Sci;Z;HG
XB;ELYSE;75;75;EZC;75_EZC;SPZ;14;100;C;Transmitted_processed_data;SPZ_100;Counts;SP;Sci;Z;HG
XB;ELYSE;75;75;SZC;75_SZC;SPZ;14;50;C;Transmitted_processed_data;SPZ_50;Counts;SP;Sci;Z;HG
XB;ELYSE;76;76;SZC;76_SZC;SPZ;14;25;C;Transmitted_processed_data;SPZ_25;Counts;SP;Sci;Z;HG
XB;ELYSE;77;77;SZC;77_SZC;SPZ;14;20;C;Transmitted_processed_data;SPZ_20;Counts;SP;Sci;Z;HG
XB;ELYSE;78;78;SZC;78_SZC;SPZ;14;10;C;Transmitted_processed_data;SPZ_10;Counts;SP;Sci;Z;HG
XB;ELYSE;75;75;MZC;75_MZC;SPZ;14;5;C;Transmitted_processed_data;SPZ_5;Counts;SP;Sci;Z;HG
XB;ELYSE;76;76;MZC;76_MZC;SPZ;14;4;C;Transmitted_processed_data;SPZ_4;Counts;SP;Sci;Z;HG
XB;ELYSE;77;77;MZC;77_MZC;SPZ;14;2;C;Transmitted_processed_data;SPZ_2;Counts;SP;Sci;Z;HG
XB;ELYSE;78;78;LZC;78_LZC;SPZ;14;1;C;Transmitted_processed_data;SPZ_1;Counts;SP;Sci;Z;HG
XB;ELYSE;75;75;VZC;75_VZC;SPZ;14;0.5;C;Transmitted_processed_data;SPZ_0.5;Counts;SP;Sci;Z;HG
XB;ELYSE;76;76;VZC;76_VZC;SPZ;14;0.25;C;Transmitted_processed_data;SPZ_0.25;Counts;SP;Sci;Z;HG
XB;ELYSE;77;77;VZC;77_VZC;SPZ;14;0.2;C;Transmitted_processed_data;SPZ_0.2;Counts;SP;Sci;Z;HG
XB;ELYSE;78;78;VZC;78_VZC;SPZ;14;0.1;C;Transmitted_processed_data;SPZ_0.1;Counts;SP;Sci;Z;HG
XB;ELYSE;75;75;UZC;75_UZC;SPZ;14;0.05;C;Transmitted_processed_data;SPZ_0.05;Counts;SP;Sci;Z;HG
XB;ELYSE;76;76;UZC;76_UZC;SPZ;14;0.025;C;Transmitted_processed_data;SPZ_0.025;Counts;SP;Sci;Z;HG
XB;ELYSE;77;77;UZC;77_UZC;SPZ;14;0.02;C;Transmitted_processed_data;SPZ_0.02;Counts;SP;Sci;Z;HG
XB;ELYSE;78;78;UZC;78_UZC;SPZ;14;0.01;C;Transmitted_processed_data;SPZ_0.01;Counts;SP;Sci;Z;HG
XB;ELYSE;75;75;RZC;75_RZC;SPZ;14;0.005;C;Transmitted_processed_data;SPZ_0.005;Counts;SP;Sci;Z;HG
XB;ELYSE;76;76;RZC;76_RZC;SPZ;14;0.001;C;Transmitted_processed_data;SPZ_0.001;Counts;SP;Sci;Z;HG
XB;ELYSE;77;77;RZC;77_RZC;SPZ;14;0.00056;C;Transmitted_processed_data;SPZ_0.00056;Counts;SP;Sci;Z;HG
XB;ELYSE;78;78;RZC;78_RZC;SPZ;14;0.0002778;C;Transmitted_processed_data;SPZ_0.0002778;Counts;SP;Sci;Z;HG
XB;ELYSE;80;80;HZC;80_HZC;VBBR_;15;100;C;N-A;VBBR__100;Counts;VBB;Sci;R;HG
XB;ELYSE;80;80;BZC;80_BZC;VBBR_;15;50;C;N-A;VBBR__50;Counts;VBB;Sci;R;HG
XB;ELYSE;81;81;BZC;81_BZC;VBBR_;15;25;C;N-A;VBBR__25;Counts;VBB;Sci;R;HG
XB;ELYSE;82;82;BZC;82_BZC;VBBR_;15;20;C;N-A;VBBR__20;Counts;VBB;Sci;R;HG
XB;ELYSE;83;83;BZC;83_BZC;VBBR_;15;10;C;N-A;VBBR__10;Counts;VBB;Sci;R;HG
XB;ELYSE;80;80;MZC;80_MZC;VBBR_;15;5;C;N-A;VBBR__5;Counts;VBB;Sci;R;HG
XB;ELYSE;81;81;MZC;81_MZC;VBBR_;15;4;C;N-A;VBBR__4;Counts;VBB;Sci;R;HG
XB;ELYSE;82;82;MZC;82_MZC;VBBR_;15;2;C;N-A;VBBR__2;Counts;VBB;Sci;R;HG
XB;ELYSE;83;83;LZC;83_LZC;VBBR_;15;1;C;N-A;VBBR__1;Counts;VBB;Sci;R;HG
XB;ELYSE;80;80;VZC;80_VZC;VBBR_;15;0.5;C;N-A;VBBR__0.5;Counts;VBB;Sci;R;HG
XB;ELYSE;81;81;VZC;81_VZC;VBBR_;15;0.25;C;N-A;VBBR__0.25;Counts;VBB;Sci;R;HG
XB;ELYSE;82;82;VZC;82_VZC;VBBR_;15;0.2;C;N-A;VBBR__0.2;Counts;VBB;Sci;R;HG
XB;ELYSE;83;83;VZC;83_VZC;VBBR_;15;0.1;C;N-A;VBBR__0.1;Counts;VBB;Sci;R;HG
XB;ELYSE;80;80;UZC;80_UZC;VBBR_;15;0.05;C;N-A;VBBR__0.05;Counts;VBB;Sci;R;HG
XB;ELYSE;81;81;UZC;81_UZC;VBBR_;15;0.025;C;N-A;VBBR__0.025;Counts;VBB;Sci;R;HG
XB;ELYSE;82;82;UZC;82_UZC;VBBR_;15;0.02;C;N-A;VBBR__0.02;Counts;VBB;Sci;R;HG
XB;ELYSE;83;83;UZC;83_UZC;VBBR_;15;0.01;C;N-A;VBBR__0.01;Counts;VBB;Sci;R;HG
XB;ELYSE;80;80;RZC;80_RZC;VBBR_;15;0.005;C;N-A;VBBR__0.005;Counts;VBB;Sci;R;HG
XB;ELYSE;81;81;RZC;81_RZC;VBBR_;15;0.001;C;N-A;VBBR__0.001;Counts;VBB;Sci;R;HG
XB;ELYSE;82;82;RZC;82_RZC;VBBR_;15;0.00056;C;N-A;VBBR__0.00056;Counts;VBB;Sci;R;HG
XB;ELYSE;83;83;RZC;83_RZC;VBBR_;15;0.0002778;C;N-A;VBBR__0.0002778;Counts;VBB;Sci;R;HG
XB;ELYSE;20;20;HZC;20_HZC;SPR;16;100;C;N-A;SPR_100;Counts;SP;Sci;R;HG
XB;ELYSE;20;20;BZC;20_BZC;SPR;16;50;C;N-A;SPR_50;Counts;SP;Sci;R;HG
XB;ELYSE;21;21;BZC;21_BZC;SPR;16;25;C;N-A;SPR_25;Counts;SP;Sci;R;HG
XB;ELYSE;22;22;BZC;22_BZC;SPR;16;20;C;N-A;SPR_20;Counts;SP;Sci;R;HG
XB;ELYSE;23;23;BZC;23_BZC;SPR;16;10;C;N-A;SPR_10;Counts;SP;Sci;R;HG
XB;ELYSE;20;20;MZC;20_MZC;SPR;16;5;C;N-A;SPR_5;Counts;SP;Sci;R;HG
XB;ELYSE;21;21;MZC;21_MZC;SPR;16;4;C;N-A;SPR_4;Counts;SP;Sci;R;HG
XB;ELYSE;22;22;MZC;22_MZC;SPR;16;2;C;N-A;SPR_2;Counts;SP;Sci;R;HG
XB;ELYSE;23;23;LZC;23_LZC;SPR;16;1;C;N-A;SPR_1;Counts;SP;Sci;R;HG
XB;ELYSE;20;20;VZC;20_VZC;SPR;16;0.5;C;N-A;SPR_0.5;Counts;SP;Sci;R;HG
XB;ELYSE;21;21;VZC;21_VZC;SPR;16;0.25;C;N-A;SPR_0.25;Counts;SP;Sci;R;HG
XB;ELYSE;22;22;VZC;22_VZC;SPR;16;0.2;C;N-A;SPR_0.2;Counts;SP;Sci;R;HG
XB;ELYSE;23;23;VZC;23_VZC;SPR;16;0.1;C;N-A;SPR_0.1;Counts;SP;Sci;R;HG
XB;ELYSE;20;20;UZC;20_UZC;SPR;16;0.05;C;N-A;SPR_0.05;Counts;SP;Sci;R;HG
XB;ELYSE;21;21;UZC;21_UZC;SPR;16;0.025;C;N-A;SPR_0.025;Counts;SP;Sci;R;HG
XB;ELYSE;22;22;UZC;22_UZC;SPR;16;0.02;C;N-A;SPR_0.02;Counts;SP;Sci;R;HG
XB;ELYSE;23;23;UZC;23_UZC;SPR;16;0.01;C;N-A;SPR_0.01;Counts;SP;Sci;R;HG
XB;ELYSE;20;20;RZC;20_RZC;SPR;16;0.005;C;N-A;SPR_0.005;Counts;SP;Sci;R;HG
XB;ELYSE;21;21;RZC;21_RZC;SPR;16;0.001;C;N-A;SPR_0.001;Counts;SP;Sci;R;HG
XB;ELYSE;22;22;RZC;22_RZC;SPR;16;0.00056;C;N-A;SPR_0.00056;Counts;SP;Sci;R;HG
XB;ELYSE;23;23;RZC;23_RZC;SPR;16;0.0002778;C;N-A;SPR_0.0002778;Counts;SP;Sci;R;HG
XB;ELYSE;40;40;LHZ;40_LHZ;ESTAVBB;17;1;Z;Transmitted_processed_data;ESTAVBB_1;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;40;40;VHZ;40_VHZ;ESTAVBB;17;0.5;Z;Transmitted_processed_data;ESTAVBB_0.5;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;41;41;VHZ;41_VHZ;ESTAVBB;17;0.25;Z;Transmitted_processed_data;ESTAVBB_0.25;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;42;42;VHZ;42_VHZ;ESTAVBB;17;0.2;Z;Transmitted_processed_data;ESTAVBB_0.2;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;43;43;VHZ;43_VHZ;ESTAVBB;17;0.1;Z;Transmitted_processed_data;ESTAVBB_0.1;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;40;40;UHZ;40_UHZ;ESTAVBB;17;0.05;Z;Transmitted_processed_data;ESTAVBB_0.05;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;41;41;UHZ;41_UHZ;ESTAVBB;17;0.025;Z;Transmitted_processed_data;ESTAVBB_0.025;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;42;42;UHZ;42_UHZ;ESTAVBB;17;0.02;Z;Transmitted_processed_data;ESTAVBB_0.02;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;43;43;UHZ;43_UHZ;ESTAVBB;17;0.01;Z;Transmitted_processed_data;ESTAVBB_0.01;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;40;40;RHZ;40_RHZ;ESTAVBB;17;0.005;Z;Transmitted_processed_data;ESTAVBB_0.005;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;41;41;RHZ;41_RHZ;ESTAVBB;17;0.001;Z;Transmitted_processed_data;ESTAVBB_0.001;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;42;42;RHZ;42_RHZ;ESTAVBB;17;0.00056;Z;Transmitted_processed_data;ESTAVBB_0.00056;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;43;43;RHZ;43_RHZ;ESTAVBB;17;0.0002778;Z;Transmitted_processed_data;ESTAVBB_0.0002778;Counts;VBB;ESTA;ESTA;Undefined
XB;ELYSE;45;45;LYZ;45_LYZ;MAXVBB;18;1;Z;Transmitted_processed_data;MAXVBB_1;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;45;45;VYZ;45_VYZ;MAXVBB;18;0.5;Z;Transmitted_processed_data;MAXVBB_0.5;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;46;46;VYZ;46_VYZ;MAXVBB;18;0.25;Z;Transmitted_processed_data;MAXVBB_0.25;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;47;47;VYZ;47_VYZ;MAXVBB;18;0.2;Z;Transmitted_processed_data;MAXVBB_0.2;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;48;48;VYZ;48_VYZ;MAXVBB;18;0.1;Z;Transmitted_processed_data;MAXVBB_0.1;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;45;45;UYZ;45_UYZ;MAXVBB;18;0.05;Z;Transmitted_processed_data;MAXVBB_0.05;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;46;46;UYZ;46_UYZ;MAXVBB;18;0.025;Z;Transmitted_processed_data;MAXVBB_0.025;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;47;47;UYZ;47_UYZ;MAXVBB;18;0.02;Z;Transmitted_processed_data;MAXVBB_0.02;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;48;48;UYZ;48_UYZ;MAXVBB;18;0.01;Z;Transmitted_processed_data;MAXVBB_0.01;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;45;45;RYZ;45_RYZ;MAXVBB;18;0.005;Z;Transmitted_processed_data;MAXVBB_0.005;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;46;46;RYZ;46_RYZ;MAXVBB;18;0.001;Z;Transmitted_processed_data;MAXVBB_0.001;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;47;47;RYZ;47_RYZ;MAXVBB;18;0.00056;Z;Transmitted_processed_data;MAXVBB_0.00056;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;48;48;RYZ;48_RYZ;MAXVBB;18;0.0002778;Z;Transmitted_processed_data;MAXVBB_0.0002778;Counts;VBB;MAX;MAX;Undefined
XB;ELYSE;85;85;LLZ;85_LLZ;ESTASP;19;1;Z;Transmitted_processed_data;ESTASP_1;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;85;85;VLZ;85_VLZ;ESTASP;19;0.5;Z;Transmitted_processed_data;ESTASP_0.5;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;86;86;VLZ;86_VLZ;ESTASP;19;0.25;Z;Transmitted_processed_data;ESTASP_0.25;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;87;87;VLZ;87_VLZ;ESTASP;19;0.2;Z;Transmitted_processed_data;ESTASP_0.2;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;88;88;VLZ;88_VLZ;ESTASP;19;0.1;Z;Transmitted_processed_data;ESTASP_0.1;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;85;85;ULZ;85_ULZ;ESTASP;19;0.05;Z;Transmitted_processed_data;ESTASP_0.05;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;86;86;ULZ;86_ULZ;ESTASP;19;0.025;Z;Transmitted_processed_data;ESTASP_0.025;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;87;87;ULZ;87_ULZ;ESTASP;19;0.02;Z;Transmitted_processed_data;ESTASP_0.02;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;88;88;ULZ;88_ULZ;ESTASP;19;0.01;Z;Transmitted_processed_data;ESTASP_0.01;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;85;85;RLZ;85_RLZ;ESTASP;19;0.005;Z;Transmitted_processed_data;ESTASP_0.005;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;86;86;RLZ;86_RLZ;ESTASP;19;0.001;Z;Transmitted_processed_data;ESTASP_0.001;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;87;87;RLZ;87_RLZ;ESTASP;19;0.00056;Z;Transmitted_processed_data;ESTASP_0.00056;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;88;88;RLZ;88_RLZ;ESTASP;19;0.0002778;Z;Transmitted_processed_data;ESTASP_0.0002778;Counts;SP;ESTA;ESTA;Undefined
XB;ELYSE;90;90;LYZ;90_LYZ;MAXSP;20;1;Z;Transmitted_processed_data;MAXSP_1;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;90;90;VYZ;90_VYZ;MAXSP;20;0.5;Z;Transmitted_processed_data;MAXSP_0.5;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;91;91;VYZ;91_VYZ;MAXSP;20;0.25;Z;Transmitted_processed_data;MAXSP_0.25;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;92;92;VYZ;92_VYZ;MAXSP;20;0.2;Z;Transmitted_processed_data;MAXSP_0.2;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;93;93;VYZ;93_VYZ;MAXSP;20;0.1;Z;Transmitted_processed_data;MAXSP_0.1;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;90;90;UYZ;90_UYZ;MAXSP;20;0.05;Z;Transmitted_processed_data;MAXSP_0.05;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;91;91;UYZ;91_UYZ;MAXSP;20;0.025;Z;Transmitted_processed_data;MAXSP_0.025;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;92;92;UYZ;92_UYZ;MAXSP;20;0.02;Z;Transmitted_processed_data;MAXSP_0.02;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;93;93;UYZ;93_UYZ;MAXSP;20;0.01;Z;Transmitted_processed_data;MAXSP_0.01;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;90;90;RYZ;90_RYZ;MAXSP;20;0.005;Z;Transmitted_processed_data;MAXSP_0.005;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;91;91;RYZ;91_RYZ;MAXSP;20;0.001;Z;Transmitted_processed_data;MAXSP_0.001;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;92;92;RYZ;92_RYZ;MAXSP;20;0.00056;Z;Transmitted_processed_data;MAXSP_0.00056;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;93;93;RYZ;93_RYZ;MAXSP;20;0.0002778;Z;Transmitted_processed_data;MAXSP_0.0002778;Counts;SP;MAX;MAX;Undefined
XB;ELYSE;20;20;BFR;20_BFR;MAGZ;21;50;R;Transmitted_processed_data;MAGZ_50;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;21;21;BFR;21_BFR;MAGZ;21;25;R;Transmitted_processed_data;MAGZ_25;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;22;22;BFR;22_BFR;MAGZ;21;20;R;Transmitted_processed_data;MAGZ_20;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;23;23;BFR;23_BFR;MAGZ;21;10;R;Transmitted_processed_data;MAGZ_10;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;20;20;MFR;20_MFR;MAGZ;21;5;R;Transmitted_processed_data;MAGZ_5;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;21;21;MFR;21_MFR;MAGZ;21;4;R;Transmitted_processed_data;MAGZ_4;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;22;22;MFR;22_MFR;MAGZ;21;2;R;Transmitted_processed_data;MAGZ_2;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;20;20;LFR;20_LFR;MAGZ;21;1;R;Transmitted_processed_data;MAGZ_1;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;20;20;VFR;20_VFR;MAGZ;21;0.5;R;Transmitted_processed_data;MAGZ_0.5;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;21;21;VFR;21_VFR;MAGZ;21;0.25;R;Transmitted_processed_data;MAGZ_0.25;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;22;22;VFR;22_VFR;MAGZ;21;0.2;R;Transmitted_processed_data;MAGZ_0.2;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;23;23;VFR;23_VFR;MAGZ;21;0.1;R;Transmitted_processed_data;MAGZ_0.1;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;20;20;UFR;20_UFR;MAGZ;21;0.05;R;Transmitted_processed_data;MAGZ_0.05;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;21;21;UFR;21_UFR;MAGZ;21;0.025;R;Transmitted_processed_data;MAGZ_0.025;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;22;22;UFR;22_UFR;MAGZ;21;0.02;R;Transmitted_processed_data;MAGZ_0.02;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;23;23;UFR;23_UFR;MAGZ;21;0.01;R;Transmitted_processed_data;MAGZ_0.01;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;20;20;RFR;20_RFR;MAGZ;21;0.005;R;Transmitted_processed_data;MAGZ_0.005;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;21;21;RFR;21_RFR;MAGZ;21;0.001;R;Transmitted_processed_data;MAGZ_0.001;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;22;22;RFR;22_RFR;MAGZ;21;0.00056;R;Transmitted_processed_data;MAGZ_0.00056;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;23;23;RFR;23_RFR;MAGZ;21;0.0002778;R;Transmitted_processed_data;MAGZ_0.0002778;Counts;Magnetometer;N-A;Z;Undefined
XB;ELYSE;50;50;LDO;50_LDO;ESTAP1;32;1;O;Transmitted_processed_data;ESTAP1_1;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;50;50;VDO;50_VDO;ESTAP1;32;0.5;O;Transmitted_processed_data;ESTAP1_0.5;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;51;51;VDO;51_VDO;ESTAP1;32;0.25;O;Transmitted_processed_data;ESTAP1_0.25;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;52;52;VDO;52_VDO;ESTAP1;32;0.2;O;Transmitted_processed_data;ESTAP1_0.2;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;53;53;VDO;53_VDO;ESTAP1;32;0.1;O;Transmitted_processed_data;ESTAP1_0.1;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;50;50;UDO;50_UDO;ESTAP1;32;0.05;O;Transmitted_processed_data;ESTAP1_0.05;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;51;51;UDO;51_UDO;ESTAP1;32;0.025;O;Transmitted_processed_data;ESTAP1_0.025;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;52;52;UDO;52_UDO;ESTAP1;32;0.02;O;Transmitted_processed_data;ESTAP1_0.02;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;53;53;UDO;53_UDO;ESTAP1;32;0.01;O;Transmitted_processed_data;ESTAP1_0.01;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;50;50;RDO;50_RDO;ESTAP1;32;0.005;O;Transmitted_processed_data;ESTAP1_0.005;Counts;Undefined;ESTA;ESTA;Undefined
XB;ELYSE;51;51;RDO;51_RDO;ESTAP1;32;0.001;O;Transmitted_processed_data;ESTAP1_0.001;Counts;Undefined;ESTA;ESTA;Undefined
