Network;Station;locid;locid_int;chan;locidchan;longname;sensor;sps;orientation;type;longnamesps;Units;detector;mode;output;gaintype
XB;ELYSE;02;2;BF1;02_BF1;Magnetomer1;5;20;1;Transmitted_raw_data;Magnetomer1_20;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;BFN;02_BFN;Magnetomer1;5;20;1;Transmitted_raw_data;MagnetomerN_20;nT;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;BF1;03_BF1;Magnetomer1;5;10;1;Transmitted_raw_data;Magnetomer1_10;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;MF1;00_MF1;Magnetomer1;5;5;1;Transmitted_raw_data;Magnetomer1_5;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;MF1;01_MF1;Magnetomer1;5;4;1;Transmitted_raw_data;Magnetomer1_4;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;MF1;02_MF1;Magnetomer1;5;2;1;Transmitted_raw_data;Magnetomer1_2;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;MFN;02_MFN;Magnetomer1;5;2;1;Transmitted_raw_data;MagnetomerN_2;nT;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;LF1;00_LF1;Magnetomer1;5;1;1;Transmitted_raw_data;Magnetomer1_1;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;VF1;00_VF1;Magnetomer1;5;0.5;1;Transmitted_raw_data;Magnetomer1_0.5;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;VF1;01_VF1;Magnetomer1;5;0.25;1;Transmitted_raw_data;Magnetomer1_0.25;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;VF1;02_VF1;Magnetomer1;5;0.2;1;Transmitted_raw_data;Magnetomer1_0.2;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;VF1;03_VF1;Magnetomer1;5;0.1;1;Transmitted_raw_data;Magnetomer1_0.1;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;UF1;00_UF1;Magnetomer1;5;0.05;1;Transmitted_raw_data;Magnetomer1_0.05;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;UF1;01_UF1;Magnetomer1;5;0.025;1;Transmitted_raw_data;Magnetomer1_0.025;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;UF1;02_UF1;Magnetomer1;5;0.02;1;Transmitted_raw_data;Magnetomer1_0.02;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;UF1;03_UF1;Magnetomer1;5;0.01;1;Transmitted_raw_data;Magnetomer1_0.01;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;RF1;00_RF1;Magnetomer1;5;0.005;1;Transmitted_raw_data;Magnetomer1_0.005;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;RF1;01_RF1;Magnetomer1;5;0.001;1;Transmitted_raw_data;Magnetomer1_0.001;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;RF1;02_RF1;Magnetomer1;5;0.00056;1;Transmitted_raw_data;Magnetomer1_0.00056;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;RF1;03_RF1;Magnetomer1;5;0.0002778;1;Transmitted_raw_data;Magnetomer1_0.0002778;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;BF2;00_BF2;Magnetomer2;5;50;2;Transmitted_raw_data;Magnetomer2_50;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;BF2;01_BF2;Magnetomer2;5;25;2;Transmitted_raw_data;Magnetomer2_25;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;BF2;02_BF2;Magnetomer2;5;20;2;Transmitted_raw_data;Magnetomer2_20;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;BFE;02_BFE;Magnetomer2;5;20;2;Transmitted_raw_data;MagnetomerE_20;nT;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;BF2;03_BF2;Magnetomer2;5;10;2;Transmitted_raw_data;Magnetomer2_10;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;MF2;00_MF2;Magnetomer2;5;5;2;Transmitted_raw_data;Magnetomer2_5;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;MF2;01_MF2;Magnetomer2;5;4;2;Transmitted_raw_data;Magnetomer2_4;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;MF2;02_MF2;Magnetomer2;5;2;2;Transmitted_raw_data;Magnetomer2_2;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;MFE;02_MFE;Magnetomer2;5;2;2;Transmitted_raw_data;MagnetomerE_2;nT;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;LF2;00_LF2;Magnetomer2;5;1;2;Transmitted_raw_data;Magnetomer2_1;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;VF2;00_VF2;Magnetomer2;5;0.5;2;Transmitted_raw_data;Magnetomer2_0.5;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;VF2;01_VF2;Magnetomer2;5;0.25;2;Transmitted_raw_data;Magnetomer2_0.25;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;VF2;02_VF2;Magnetomer2;5;0.2;2;Transmitted_raw_data;Magnetomer2_0.2;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;VF2;03_VF2;Magnetomer2;5;0.1;2;Transmitted_raw_data;Magnetomer2_0.1;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;UF2;00_UF2;Magnetomer2;5;0.05;2;Transmitted_raw_data;Magnetomer2_0.05;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;UF2;01_UF2;Magnetomer2;5;0.025;2;Transmitted_raw_data;Magnetomer2_0.025;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;UF2;02_UF2;Magnetomer2;5;0.02;2;Transmitted_raw_data;Magnetomer2_0.02;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;UF2;03_UF2;Magnetomer2;5;0.01;2;Transmitted_raw_data;Magnetomer2_0.01;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;RF2;00_RF2;Magnetomer2;5;0.005;2;Transmitted_raw_data;Magnetomer2_0.005;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;RF2;01_RF2;Magnetomer2;5;0.001;2;Transmitted_raw_data;Magnetomer2_0.001;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;RF2;02_RF2;Magnetomer2;5;0.00056;2;Transmitted_raw_data;Magnetomer2_0.00056;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;RF2;03_RF2;Magnetomer2;5;0.0002778;2;Transmitted_raw_data;Magnetomer2_0.0002778;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;BF3;00_BF3;Magnetomer3;5;50;3;Transmitted_raw_data;Magnetomer3_50;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;BF3;01_BF3;Magnetomer3;5;25;3;Transmitted_raw_data;Magnetomer3_25;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;BF3;02_BF3;Magnetomer3;5;20;3;Transmitted_raw_data;Magnetomer3_20;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;BFZ;02_BFZ;Magnetomer3;5;20;3;Transmitted_raw_data;MagnetomerZ_20;nT;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;BF3;03_BF3;Magnetomer3;5;10;3;Transmitted_raw_data;Magnetomer3_10;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;MF3;00_MF3;Magnetomer3;5;5;3;Transmitted_raw_data;Magnetomer3_5;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;MF3;01_MF3;Magnetomer3;5;4;3;Transmitted_raw_data;Magnetomer3_4;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;MF3;02_MF3;Magnetomer3;5;2;3;Transmitted_raw_data;Magnetomer3_2;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;MFZ;02_MFZ;Magnetomer3;5;2;3;Transmitted_raw_data;MagnetomerZ_2;nT;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;LF3;00_LF3;Magnetomer3;5;1;3;Transmitted_raw_data;Magnetomer3_1;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;VF3;00_VF3;Magnetomer3;5;0.5;3;Transmitted_raw_data;Magnetomer3_0.5;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;VF3;01_VF3;Magnetomer3;5;0.25;3;Transmitted_raw_data;Magnetomer3_0.25;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;VF3;02_VF3;Magnetomer3;5;0.2;3;Transmitted_raw_data;Magnetomer3_0.2;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;VF3;03_VF3;Magnetomer3;5;0.1;3;Transmitted_raw_data;Magnetomer3_0.1;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;UF3;00_UF3;Magnetomer3;5;0.05;3;Transmitted_raw_data;Magnetomer3_0.05;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;UF3;01_UF3;Magnetomer3;5;0.025;3;Transmitted_raw_data;Magnetomer3_0.025;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;UF3;02_UF3;Magnetomer3;5;0.02;3;Transmitted_raw_data;Magnetomer3_0.02;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;UF3;03_UF3;Magnetomer3;5;0.01;3;Transmitted_raw_data;Magnetomer3_0.01;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;RF3;00_RF3;Magnetomer3;5;0.005;3;Transmitted_raw_data;Magnetomer3_0.005;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;01;1;RF3;01_RF3;Magnetomer3;5;0.001;3;Transmitted_raw_data;Magnetomer3_0.001;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;02;2;RF3;02_RF3;Magnetomer3;5;0.00056;3;Transmitted_raw_data;Magnetomer3_0.00056;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;03;3;RF3;03_RF3;Magnetomer3;5;0.0002778;3;Transmitted_raw_data;Magnetomer3_0.0002778;Counts;MagSensor;Mag;Mag;Undefined
XB;ELYSE;00;0;BKM;00_BKM;Mag_Temp;6;50;M;Transmitted_raw_data;Mag_Temp_50;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;01;1;BKM;01_BKM;Mag_Temp;6;25;M;Transmitted_raw_data;Mag_Temp_25;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;02;2;BKM;02_BKM;Mag_Temp;6;20;M;Transmitted_raw_data;Mag_Temp_20;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;03;3;BKM;03_BKM;Mag_Temp;6;10;M;Transmitted_raw_data;Mag_Temp_10;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;00;0;MKM;00_MKM;Mag_Temp;6;5;M;Transmitted_raw_data;Mag_Temp_5;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;01;1;MKM;01_MKM;Mag_Temp;6;4;M;Transmitted_raw_data;Mag_Temp_4;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;02;2;MKM;02_MKM;Mag_Temp;6;2;M;Transmitted_raw_data;Mag_Temp_2;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;00;0;LKM;00_LKM;Mag_Temp;6;1;M;Transmitted_raw_data;Mag_Temp_1;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;00;0;VKM;00_VKM;Mag_Temp;6;0.5;M;Transmitted_raw_data;Mag_Temp_0.5;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;01;1;VKM;01_VKM;Mag_Temp;6;0.25;M;Transmitted_raw_data;Mag_Temp_0.25;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;02;2;VKM;02_VKM;Mag_Temp;6;0.2;M;Transmitted_raw_data;Mag_Temp_0.2;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;03;3;VKM;03_VKM;Mag_Temp;6;0.1;M;Transmitted_raw_data;Mag_Temp_0.1;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;00;0;UKM;00_UKM;Mag_Temp;6;0.05;M;Transmitted_raw_data;Mag_Temp_0.05;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;01;1;UKM;01_UKM;Mag_Temp;6;0.025;M;Transmitted_raw_data;Mag_Temp_0.025;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;02;2;UKM;02_UKM;Mag_Temp;6;0.02;M;Transmitted_raw_data;Mag_Temp_0.02;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;03;3;UKM;03_UKM;Mag_Temp;6;0.01;M;Transmitted_raw_data;Mag_Temp_0.01;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;00;0;RKM;00_RKM;Mag_Temp;6;0.005;M;Transmitted_raw_data;Mag_Temp_0.005;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;01;1;RKM;01_RKM;Mag_Temp;6;0.001;M;Transmitted_raw_data;Mag_Temp_0.001;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;02;2;RKM;02_RKM;Mag_Temp;6;0.00056;M;Transmitted_raw_data;Mag_Temp_0.00056;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;03;3;RKM;03_RKM;Mag_Temp;6;0.0002778;M;Transmitted_raw_data;Mag_Temp_0.0002778;Counts;MagSensor;Temp;Temp;Undefined
XB;ELYSE;80;80;LEV;80_LEV;S-C_Power_Voltage;27;1;V;Transmitted_raw_data;S-C_Power_Voltage_1;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;80;80;VEV;80_VEV;S-C_Power_Voltage;27;0.5;V;Transmitted_raw_data;S-C_Power_Voltage_0.5;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;81;81;VEV;81_VEV;S-C_Power_Voltage;27;0.25;V;Transmitted_raw_data;S-C_Power_Voltage_0.25;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;82;82;VEV;82_VEV;S-C_Power_Voltage;27;0.2;V;Transmitted_raw_data;S-C_Power_Voltage_0.2;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;83;83;VEV;83_VEV;S-C_Power_Voltage;27;0.1;V;Transmitted_raw_data;S-C_Power_Voltage_0.1;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;80;80;UEV;80_UEV;S-C_Power_Voltage;27;0.05;V;Transmitted_raw_data;S-C_Power_Voltage_0.05;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;81;81;UEV;81_UEV;S-C_Power_Voltage;27;0.025;V;Transmitted_raw_data;S-C_Power_Voltage_0.025;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;82;82;UEV;82_UEV;S-C_Power_Voltage;27;0.02;V;Transmitted_raw_data;S-C_Power_Voltage_0.02;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;83;83;UEV;83_UEV;S-C_Power_Voltage;27;0.01;V;Transmitted_raw_data;S-C_Power_Voltage_0.01;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;80;80;REV;80_REV;S-C_Power_Voltage;27;0.005;V;Transmitted_raw_data;S-C_Power_Voltage_0.005;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;81;81;REV;81_REV;S-C_Power_Voltage;27;0.001;V;Transmitted_raw_data;S-C_Power_Voltage_0.001;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;82;82;REV;82_REV;S-C_Power_Voltage;27;0.00056;V;Transmitted_raw_data;S-C_Power_Voltage_0.00056;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;83;83;REV;83_REV;S-C_Power_Voltage;27;0.0002778;V;Transmitted_raw_data;S-C_Power_Voltage_0.0002778;Counts;PowerVoltage;N-A;N-A;Undefined
XB;ELYSE;65;65;EHU;65_EHU;SP1_HG;10;100;U;Transmitted_raw_data;SP1_HG_100;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;SHU;65_SHU;SP1_HG;10;50;U;Transmitted_raw_data;SP1_HG_50;Counts;SP;Sci;Vel;HG
XB;ELYSE;66;66;SHU;66_SHU;SP1_HG;10;25;U;Transmitted_raw_data;SP1_HG_25;Counts;SP;Sci;Vel;HG
XB;ELYSE;67;67;SHU;67_SHU;SP1_HG;10;20;U;Transmitted_raw_data;SP1_HG_20;Counts;SP;Sci;Vel;HG
XB;ELYSE;68;68;SHU;68_SHU;SP1_HG;10;10;U;Transmitted_raw_data;SP1_HG_10;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;MHU;65_MHU;SP1_HG;10;5;U;Transmitted_raw_data;SP1_HG_5;Counts;SP;Sci;Vel;HG
XB;ELYSE;66;66;MHU;66_MHU;SP1_HG;10;4;U;Transmitted_raw_data;SP1_HG_4;Counts;SP;Sci;Vel;HG
XB;ELYSE;67;67;MHU;67_MHU;SP1_HG;10;2;U;Transmitted_raw_data;SP1_HG_2;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;LHU;65_LHU;SP1_HG;10;1;U;Transmitted_raw_data;SP1_HG_1;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;EHV;65_EHV;SP2_HG;10;100;V;Transmitted_raw_data;SP2_HG_100;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;SHV;65_SHV;SP2_HG;10;50;V;Transmitted_raw_data;SP2_HG_50;Counts;SP;Sci;Vel;HG
XB;ELYSE;66;66;SHV;66_SHV;SP2_HG;10;25;V;Transmitted_raw_data;SP2_HG_25;Counts;SP;Sci;Vel;HG
XB;ELYSE;67;67;SHV;67_SHV;SP2_HG;10;20;V;Transmitted_raw_data;SP2_HG_20;Counts;SP;Sci;Vel;HG
XB;ELYSE;68;68;SHV;68_SHV;SP2_HG;10;10;V;Transmitted_raw_data;SP2_HG_10;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;MHV;65_MHV;SP2_HG;10;5;V;Transmitted_raw_data;SP2_HG_5;Counts;SP;Sci;Vel;HG
XB;ELYSE;66;66;MHV;66_MHV;SP2_HG;10;4;V;Transmitted_raw_data;SP2_HG_4;Counts;SP;Sci;Vel;HG
XB;ELYSE;67;67;MHV;67_MHV;SP2_HG;10;2;V;Transmitted_raw_data;SP2_HG_2;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;LHV;65_LHV;SP2_HG;10;1;V;Transmitted_raw_data;SP2_HG_1;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;EHW;65_EHW;SP3_HG;10;100;W;Transmitted_raw_data;SP3_HG_100;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;SHW;65_SHW;SP3_HG;10;50;W;Transmitted_raw_data;SP3_HG_50;Counts;SP;Sci;Vel;HG
XB;ELYSE;66;66;SHW;66_SHW;SP3_HG;10;25;W;Transmitted_raw_data;SP3_HG_25;Counts;SP;Sci;Vel;HG
XB;ELYSE;67;67;SHW;67_SHW;SP3_HG;10;20;W;Transmitted_raw_data;SP3_HG_20;Counts;SP;Sci;Vel;HG
XB;ELYSE;68;68;SHW;68_SHW;SP3_HG;10;10;W;Transmitted_raw_data;SP3_HG_10;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;MHW;65_MHW;SP3_HG;10;5;W;Transmitted_raw_data;SP3_HG_5;Counts;SP;Sci;Vel;HG
XB;ELYSE;66;66;MHW;66_MHW;SP3_HG;10;4;W;Transmitted_raw_data;SP3_HG_4;Counts;SP;Sci;Vel;HG
XB;ELYSE;67;67;MHW;67_MHW;SP3_HG;10;2;W;Transmitted_raw_data;SP3_HG_2;Counts;SP;Sci;Vel;HG
XB;ELYSE;65;65;LHW;65_LHW;SP3_HG;10;1;W;Transmitted_raw_data;SP3_HG_1;Counts;SP;Sci;Vel;HG
XB;ELYSE;70;70;EHU;70_EHU;SP1__LG;10;100;U;Transmitted_raw_data;SP1__LG_100;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;SHU;70_SHU;SP1__LG;10;50;U;Transmitted_raw_data;SP1__LG_50;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;SHU;71_SHU;SP1__LG;10;25;U;Transmitted_raw_data;SP1__LG_25;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;SHU;72_SHU;SP1__LG;10;20;U;Transmitted_raw_data;SP1__LG_20;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;SHU;73_SHU;SP1__LG;10;10;U;Transmitted_raw_data;SP1__LG_10;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;MHU;70_MHU;SP1__LG;10;5;U;Transmitted_raw_data;SP1__LG_5;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;MHU;71_MHU;SP1__LG;10;4;U;Transmitted_raw_data;SP1__LG_4;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;MHU;72_MHU;SP1__LG;10;2;U;Transmitted_raw_data;SP1__LG_2;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;LHU;73_LHU;SP1__LG;10;1;U;Transmitted_raw_data;SP1__LG_1;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;VHU;70_VHU;SP1__LG;10;0.5;U;Transmitted_raw_data;SP1__LG_0.5;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;VHU;71_VHU;SP1__LG;10;0.25;U;Transmitted_raw_data;SP1__LG_0.25;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;VHU;72_VHU;SP1__LG;10;0.2;U;Transmitted_raw_data;SP1__LG_0.2;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;VHU;73_VHU;SP1__LG;10;0.1;U;Transmitted_raw_data;SP1__LG_0.1;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;UHU;70_UHU;SP1__LG;10;0.05;U;Transmitted_raw_data;SP1__LG_0.05;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;UHU;71_UHU;SP1__LG;10;0.025;U;Transmitted_raw_data;SP1__LG_0.025;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;UHU;72_UHU;SP1__LG;10;0.02;U;Transmitted_raw_data;SP1__LG_0.02;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;UHU;73_UHU;SP1__LG;10;0.01;U;Transmitted_raw_data;SP1__LG_0.01;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;RHU;70_RHU;SP1__LG;10;0.005;U;Transmitted_raw_data;SP1__LG_0.005;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;RHU;71_RHU;SP1__LG;10;0.001;U;Transmitted_raw_data;SP1__LG_0.001;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;RHU;72_RHU;SP1__LG;10;0.00056;U;Transmitted_raw_data;SP1__LG_0.00056;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;RHU;73_RHU;SP1__LG;10;0.0002778;U;Transmitted_raw_data;SP1__LG_0.0002778;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;EHV;70_EHV;SP2_LG;10;100;V;Transmitted_raw_data;SP2_LG_100;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;SHV;70_SHV;SP2_LG;10;50;V;Transmitted_raw_data;SP2_LG_50;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;SHV;71_SHV;SP2_LG;10;25;V;Transmitted_raw_data;SP2_LG_25;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;SHV;72_SHV;SP2_LG;10;20;V;Transmitted_raw_data;SP2_LG_20;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;SHV;73_SHV;SP2_LG;10;10;V;Transmitted_raw_data;SP2_LG_10;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;MHV;70_MHV;SP2_LG;10;5;V;Transmitted_raw_data;SP2_LG_5;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;MHV;71_MHV;SP2_LG;10;4;V;Transmitted_raw_data;SP2_LG_4;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;MHV;72_MHV;SP2_LG;10;2;V;Transmitted_raw_data;SP2_LG_2;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;LHV;73_LHV;SP2_LG;10;1;V;Transmitted_raw_data;SP2_LG_1;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;VHV;70_VHV;SP2_LG;10;0.5;V;Transmitted_raw_data;SP2_LG_0.5;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;VHV;71_VHV;SP2_LG;10;0.25;V;Transmitted_raw_data;SP2_LG_0.25;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;VHV;72_VHV;SP2_LG;10;0.2;V;Transmitted_raw_data;SP2_LG_0.2;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;VHV;73_VHV;SP2_LG;10;0.1;V;Transmitted_raw_data;SP2_LG_0.1;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;UHV;70_UHV;SP2_LG;10;0.05;V;Transmitted_raw_data;SP2_LG_0.05;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;UHV;71_UHV;SP2_LG;10;0.025;V;Transmitted_raw_data;SP2_LG_0.025;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;UHV;72_UHV;SP2_LG;10;0.02;V;Transmitted_raw_data;SP2_LG_0.02;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;UHV;73_UHV;SP2_LG;10;0.01;V;Transmitted_raw_data;SP2_LG_0.01;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;RHV;70_RHV;SP2_LG;10;0.005;V;Transmitted_raw_data;SP2_LG_0.005;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;RHV;71_RHV;SP2_LG;10;0.001;V;Transmitted_raw_data;SP2_LG_0.001;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;RHV;72_RHV;SP2_LG;10;0.00056;V;Transmitted_raw_data;SP2_LG_0.00056;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;RHV;73_RHV;SP2_LG;10;0.0002778;V;Transmitted_raw_data;SP2_LG_0.0002778;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;EHW;70_EHW;SP3_LG;10;100;W;Transmitted_raw_data;SP3_LG_100;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;SHW;70_SHW;SP3_LG;10;50;W;Transmitted_raw_data;SP3_LG_50;Counts;SP;Sci;Vel;LG
XB;ELYSE;71;71;SHW;71_SHW;SP3_LG;10;25;W;Transmitted_raw_data;SP3_LG_25;Counts;SP;Sci;Vel;LG
XB;ELYSE;72;72;SHW;72_SHW;SP3_LG;10;20;W;Transmitted_raw_data;SP3_LG_20;Counts;SP;Sci;Vel;LG
XB;ELYSE;73;73;SHW;73_SHW;SP3_LG;10;10;W;Transmitted_raw_data;SP3_LG_10;Counts;SP;Sci;Vel;LG
XB;ELYSE;70;70;MHW;70_MHW;SP3_LG;10;5;W;Transmitted_raw_data;SP3_LG_5;Counts;SP;Sci;Vel;LG
